# family: gcc
# compiler: g++ (Alpine 15.2.0) 15.2.0
# os: Alpine Linux
library,filter_type,order,method,max_b_err,max_a_err,max_step_err
constfilt,elliptic,9,matchedz_vs_sos_ref,1.332268e-15,2.842171e-14,2.105792e-09
constfilt,elliptic,10,matchedz_vs_sos_ref,1.842970e-14,7.105427e-14,5.044103e-09
constfilt,elliptic,11,matchedz_vs_sos_ref,5.817569e-14,2.842171e-13,2.784197e-07
constfilt,elliptic,12,matchedz_vs_sos_ref,1.980638e-13,1.023182e-12,1.678324e-06
constfilt,elliptic,13,matchedz_vs_sos_ref,3.730349e-14,2.273737e-13,1.557999e-05
constfilt,elliptic,14,matchedz_vs_sos_ref,2.414957e-12,8.640200e-12,1.195858e-03
constfilt,elliptic,15,matchedz_vs_sos_ref,8.693490e-12,1.955414e-11,1.121408e-02
constfilt,elliptic,16,matchedz_vs_sos_ref,1.488942e-11,7.003109e-11,1.417111e-01
constfilt,elliptic,17,matchedz_vs_sos_ref,6.963319e-13,1.818989e-12,2.230294e+00
constfilt,elliptic,18,matchedz_vs_sos_ref,3.699299e-10,1.507942e-09,4.604993e+00
constfilt,elliptic,19,matchedz_vs_sos_ref,2.444267e-12,7.275958e-11,8.929571e+01
constfilt,elliptic,20,matchedz_vs_sos_ref,4.675087e-09,1.896842e-08,3.410608e+03
constfilt,elliptic,21,matchedz_vs_sos_ref,3.307832e-08,6.715709e-08,6.283796e+04
constfilt,elliptic,22,matchedz_vs_sos_ref,2.993545e-08,1.196750e-07,1.710146e+08
constfilt,elliptic,23,matchedz_vs_sos_ref,1.318767e-11,9.313226e-10,7.815734e+08
constfilt,elliptic,24,matchedz_vs_sos_ref,3.881319e-07,1.547043e-06,2.728112e+11
constfilt,elliptic,25,matchedz_vs_sos_ref,5.497674e-06,1.114188e-05,6.280321e+13
constfilt,elliptic,2,prewarp_vs_sos_ref,9.992007e-16,2.664535e-15,3.552714e-15
constfilt,elliptic,3,prewarp_vs_sos_ref,1.318390e-16,2.220446e-15,5.107026e-15
constfilt,elliptic,4,prewarp_vs_sos_ref,1.023487e-16,4.440892e-15,2.586820e-14
constfilt,elliptic,5,prewarp_vs_sos_ref,2.185752e-16,1.243450e-14,2.472467e-13
constfilt,elliptic,6,prewarp_vs_sos_ref,3.885781e-16,2.664535e-14,6.563639e-13
constfilt,elliptic,7,prewarp_vs_sos_ref,1.054712e-15,4.973799e-14,9.338752e-12
constfilt,elliptic,8,prewarp_vs_sos_ref,4.820797e-15,8.881784e-14,3.650746e-11
constfilt,elliptic,9,prewarp_vs_sos_ref,1.169204e-15,3.268497e-13,5.420284e-10
constfilt,elliptic,10,prewarp_vs_sos_ref,3.119727e-14,3.552714e-13,2.395120e-08
constfilt,elliptic,11,prewarp_vs_sos_ref,1.354472e-14,1.193712e-12,2.028045e-07
constfilt,elliptic,12,prewarp_vs_sos_ref,3.717027e-13,1.250555e-12,3.265393e-06
constfilt,elliptic,13,prewarp_vs_sos_ref,1.653282e+02,8.132370e+02,1.363363e+44
constfilt,elliptic,14,prewarp_vs_sos_ref,2.913998e+02,1.439777e+03,9.533618e+21
constfilt,elliptic,15,prewarp_vs_sos_ref,5.673251e+02,2.715854e+03,2.211453e+13
constfilt,elliptic,16,prewarp_vs_sos_ref,9.830666e+02,4.864388e+03,1.022521e+11
constfilt,elliptic,17,prewarp_vs_sos_ref,1.987473e+03,9.261579e+03,1.205900e+13
constfilt,elliptic,18,prewarp_vs_sos_ref,3.538572e+03,1.669944e+04,2.243152e+15
constfilt,elliptic,19,prewarp_vs_sos_ref,7.026235e+03,3.182562e+04,1.215921e+17
constfilt,elliptic,20,prewarp_vs_sos_ref,1.288172e+04,5.812232e+04,5.226519e+03
constfilt,elliptic,21,prewarp_vs_sos_ref,2.504815e+04,1.100422e+05,4.017826e+05
constfilt,elliptic,22,prewarp_vs_sos_ref,4.703172e+04,2.031888e+05,1.466790e+07
constfilt,elliptic,23,prewarp_vs_sos_ref,8.997060e+04,3.824531e+05,3.829185e+09
constfilt,elliptic,24,prewarp_vs_sos_ref,1.723034e+05,7.130811e+05,1.192216e+11
constfilt,elliptic,25,prewarp_vs_sos_ref,3.253526e+05,1.335048e+06,2.735026e+15
iir1,butterworth,1,prewarp,n/a,n/a,4.440892e-16
iir1,butterworth,2,prewarp,n/a,n/a,8.881784e-16
iir1,butterworth,3,prewarp,n/a,n/a,2.442491e-15
iir1,butterworth,4,prewarp,n/a,n/a,1.176836e-14
iir1,butterworth,5,prewarp,n/a,n/a,1.620926e-14
iir1,butterworth,6,prewarp,n/a,n/a,6.106227e-14
iir1,butterworth,7,prewarp,n/a,n/a,1.798561e-13
iir1,butterworth,8,prewarp,n/a,n/a,3.588241e-13
iir1,butterworth,9,prewarp,n/a,n/a,2.517542e-12
iir1,butterworth,10,prewarp,n/a,n/a,4.265921e-12
iir1,butterworth,11,prewarp,n/a,n/a,2.287814e-11
iir1,butterworth,12,prewarp,n/a,n/a,2.278533e-11
kfr,butterworth,1,prewarp,n/a,n/a,2.220446e-16
kfr,butterworth,2,prewarp,n/a,n/a,6.661338e-16
kfr,butterworth,3,prewarp,n/a,n/a,3.108624e-15
kfr,butterworth,4,prewarp,n/a,n/a,1.176836e-14
kfr,butterworth,5,prewarp,n/a,n/a,1.620926e-14
kfr,butterworth,6,prewarp,n/a,n/a,6.039613e-14
kfr,butterworth,7,prewarp,n/a,n/a,1.798561e-13
kfr,butterworth,8,prewarp,n/a,n/a,3.583800e-13
kfr,butterworth,9,prewarp,n/a,n/a,2.516876e-12
kfr,butterworth,10,prewarp,n/a,n/a,4.265477e-12
kfr,butterworth,11,prewarp,n/a,n/a,2.287814e-11
kfr,butterworth,12,prewarp,n/a,n/a,2.278611e-11
kfr,elliptic,2,prewarp,n/a,n/a,6.839933e-06
kfr,elliptic,3,prewarp,n/a,n/a,8.024872e-06
kfr,elliptic,4,prewarp,n/a,n/a,4.869946e-06
kfr,elliptic,5,prewarp,n/a,n/a,6.559080e-06
kfr,elliptic,6,prewarp,n/a,n/a,4.398145e-06
kfr,elliptic,7,prewarp,n/a,n/a,6.092571e-06
kfr,elliptic,8,prewarp,n/a,n/a,4.173318e-06
kfr,elliptic,9,prewarp,n/a,n/a,5.973992e-06
kfr,elliptic,10,prewarp,n/a,n/a,4.140913e-06
kfr,elliptic,11,prewarp,n/a,n/a,5.941052e-06
kfr,elliptic,12,prewarp,n/a,n/a,4.128942e-06
